Date,Sensor_Name,Company,Workshop_Number,Inventory_Number,Equipment_Name,Temperature,Humidity
2024-01-03 01:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1001,Boiler_A,30.38,45.34
2024-01-03 02:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1001,Boiler_A,45.4,32.89
2024-01-03 03:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_1,EQ-1001,Boiler_A,25.5,20.74
2024-01-03 04:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_1,EQ-1002,Furnace_B,66.49,37.84
2024-01-03 05:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1002,Furnace_B,34.73,20.17
2024-01-03 06:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1001,Boiler_A,61.68,15.46
2024-01-03 07:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_1,EQ-1002,Furnace_B,59.51,42.4
2024-01-03 08:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1003,Pump_C,42.58,41.93
2024-01-03 09:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_2,EQ-1003,Pump_C,33.59,25.02
2024-01-03 10:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1002,Furnace_B,33.05,16.2
2024-01-03 11:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1002,Furnace_B,62.32,20.01
2024-01-03 12:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1002,Furnace_B,44.54,23.07
2024-01-03 13:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1002,Furnace_B,17.84,31.25
2024-01-03 14:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_3,EQ-1001,Boiler_A,68.32,38.58
2024-01-03 15:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1003,Pump_C,39.14,13.14
2024-01-03 16:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1002,Furnace_B,60.98,37.84
2024-01-03 17:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1002,Furnace_B,23.6,20.01
2024-01-03 18:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1001,Boiler_A,30.4,48.19
2024-01-03 19:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1002,Furnace_B,55.15,11.91
2024-01-03 20:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_1,EQ-1002,Furnace_B,15.79,14.64
2024-01-03 21:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_1,EQ-1002,Furnace_B,62.05,38.15
2024-01-03 22:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1003,Pump_C,34.05,28.59
2024-01-03 23:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_2,EQ-1002,Furnace_B,67.2,45.47
2024-01-04 00:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_2,EQ-1003,Pump_C,42.67,44.26
2024-01-04 01:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1002,Furnace_B,16.46,33.43
2024-01-04 02:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1001,Boiler_A,40.2,31.82
2024-01-04 03:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_1,EQ-1001,Boiler_A,50.83,18.27
2024-01-04 04:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1002,Furnace_B,16.0,13.78
2024-01-04 05:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1002,Furnace_B,32.54,43.8
2024-01-04 06:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1003,Pump_C,30.5,14.73
2024-01-04 07:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1003,Pump_C,63.26,39.4
2024-01-04 08:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1002,Furnace_B,38.29,32.74
2024-01-04 09:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1002,Furnace_B,28.75,33.22
2024-01-04 10:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_1,EQ-1001,Boiler_A,52.39,39.6
2024-01-04 11:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1001,Boiler_A,44.39,29.86
2024-01-04 12:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1003,Pump_C,20.5,12.14
2024-01-04 13:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1001,Boiler_A,32.56,48.0
2024-01-04 14:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1001,Boiler_A,20.04,34.1
2024-01-04 15:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1003,Pump_C,57.97,14.54
2024-01-04 16:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_2,EQ-1003,Pump_C,69.78,12.23
2024-01-04 17:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1003,Pump_C,53.82,48.75
2024-01-04 18:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_2,EQ-1001,Boiler_A,20.56,13.36
2024-01-04 19:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1002,Furnace_B,64.05,15.86
2024-01-04 20:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1003,Pump_C,46.97,44.53
2024-01-04 21:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1003,Pump_C,69.23,40.14
2024-01-04 22:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1001,Boiler_A,35.79,38.2
2024-01-04 23:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1003,Pump_C,38.89,20.15
2024-01-05 00:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1001,Boiler_A,60.25,39.77
2024-01-05 01:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1001,Boiler_A,35.62,21.43
2024-01-05 02:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1002,Furnace_B,59.12,49.12
2024-01-05 03:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1001,Boiler_A,17.39,46.99
2024-01-05 04:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1001,Boiler_A,43.77,35.18
2024-01-05 05:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1001,Boiler_A,49.52,33.37
2024-01-05 06:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1002,Furnace_B,67.27,45.61
2024-01-05 07:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_2,EQ-1002,Furnace_B,27.62,20.64
2024-01-05 08:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1002,Furnace_B,16.78,21.19
2024-01-05 09:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1001,Boiler_A,65.1,42.9
2024-01-05 10:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_1,EQ-1003,Pump_C,65.55,13.31
2024-01-05 11:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1001,Boiler_A,24.07,26.45
2024-01-05 12:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1003,Pump_C,23.27,33.77
2024-01-05 13:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1003,Pump_C,61.32,43.53
2024-01-05 14:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1003,Pump_C,30.04,12.26
2024-01-05 15:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_1,EQ-1003,Pump_C,56.25,46.53
2024-01-05 16:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1001,Boiler_A,56.64,25.11
2024-01-05 17:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1002,Furnace_B,28.83,20.99
2024-01-05 18:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_1,EQ-1002,Furnace_B,34.7,14.54
2024-01-05 19:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1002,Furnace_B,57.48,30.81
2024-01-05 20:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1002,Furnace_B,63.22,26.14
2024-01-05 21:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_3,EQ-1003,Pump_C,58.16,35.57
2024-01-05 22:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_3,EQ-1002,Furnace_B,48.95,49.22
2024-01-05 23:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1002,Furnace_B,45.51,13.64
2024-01-06 00:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1001,Boiler_A,58.1,25.86
2024-01-06 01:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1001,Boiler_A,67.22,15.88
2024-01-06 02:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1001,Boiler_A,68.9,29.7
2024-01-06 03:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1003,Pump_C,28.21,13.03
2024-01-06 04:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1003,Pump_C,37.02,37.91
2024-01-06 05:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1003,Pump_C,51.72,16.89
2024-01-06 06:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1001,Boiler_A,24.29,21.14
2024-01-06 07:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1002,Furnace_B,21.63,28.43
2024-01-06 08:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1001,Boiler_A,42.69,37.62
2024-01-06 09:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1003,Pump_C,49.53,13.27
2024-01-06 10:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1001,Boiler_A,15.14,44.73
2024-01-06 11:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_1,EQ-1003,Pump_C,44.51,46.96
2024-01-06 12:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1002,Furnace_B,40.44,39.9
2024-01-06 13:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1003,Pump_C,52.79,43.78
2024-01-06 14:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1002,Furnace_B,39.61,31.3
2024-01-06 15:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1001,Boiler_A,25.03,32.56
2024-01-06 16:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_2,EQ-1002,Furnace_B,44.44,19.33
2024-01-06 17:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1003,Pump_C,50.69,29.18
2024-01-06 18:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_2,EQ-1003,Pump_C,56.0,27.27
2024-01-06 19:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_1,EQ-1001,Boiler_A,34.97,35.84
2024-01-06 20:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1001,Boiler_A,33.17,47.35
2024-01-06 21:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1002,Furnace_B,35.09,29.51
2024-01-06 22:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_2,EQ-1002,Furnace_B,59.32,12.23
2024-01-06 23:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1003,Pump_C,16.0,37.88
2024-01-07 00:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_2,EQ-1003,Pump_C,62.6,42.68
2024-01-07 01:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_2,EQ-1003,Pump_C,60.15,38.74
2024-01-07 02:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1001,Boiler_A,57.32,17.48
2024-01-07 03:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_1,EQ-1001,Boiler_A,44.14,38.29
2024-01-07 04:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1002,Furnace_B,23.49,29.25
2024-01-07 05:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1002,Furnace_B,33.51,15.38
2024-01-07 06:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_2,EQ-1001,Boiler_A,52.65,13.51
2024-01-07 07:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1001,Boiler_A,21.42,28.93
2024-01-07 08:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1002,Furnace_B,20.87,44.03
2024-01-07 09:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1003,Pump_C,66.61,17.25
2024-01-07 10:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1001,Boiler_A,22.69,41.81
2024-01-07 11:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1001,Boiler_A,25.25,19.43
2024-01-07 12:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1001,Boiler_A,63.25,25.7
2024-01-07 13:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1001,Boiler_A,31.58,39.9
2024-01-07 14:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1001,Boiler_A,64.48,25.36
2024-01-07 15:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1003,Pump_C,21.43,47.59
2024-01-07 16:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_2,EQ-1003,Pump_C,63.32,29.82
2024-01-07 17:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1001,Boiler_A,23.34,22.47
2024-01-07 18:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1001,Boiler_A,16.84,32.8
2024-01-07 19:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_3,EQ-1002,Furnace_B,33.81,42.85
2024-01-07 20:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1003,Pump_C,58.85,16.0
2024-01-07 21:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_2,EQ-1003,Pump_C,50.26,37.76
2024-01-07 22:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1001,Boiler_A,60.47,48.36
2024-01-07 23:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1003,Pump_C,30.84,34.6
2024-01-08 00:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1002,Furnace_B,48.63,10.72
2024-01-08 01:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1003,Pump_C,23.39,33.05
2024-01-08 02:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1003,Pump_C,55.5,47.37
2024-01-08 03:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1001,Boiler_A,21.23,49.39
2024-01-08 04:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1001,Boiler_A,33.27,22.46
2024-01-08 05:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1003,Pump_C,18.01,23.41
2024-01-08 06:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1001,Boiler_A,21.28,26.58
2024-01-08 07:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_2,EQ-1002,Furnace_B,40.61,29.23
2024-01-08 08:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1003,Pump_C,39.88,15.63
2024-01-08 09:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_2,EQ-1001,Boiler_A,65.32,24.5
2024-01-08 10:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_2,EQ-1002,Furnace_B,15.72,36.54
2024-01-08 11:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1001,Boiler_A,45.65,44.43
2024-01-08 12:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1003,Pump_C,47.75,12.68
2024-01-08 13:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_3,EQ-1003,Pump_C,34.22,28.73
2024-01-08 14:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1002,Furnace_B,61.01,33.5
2024-01-08 15:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_3,EQ-1003,Pump_C,44.02,31.38
2024-01-08 16:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_2,EQ-1002,Furnace_B,57.09,14.12
2024-01-08 17:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_3,EQ-1003,Pump_C,35.53,20.83
2024-01-08 18:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_1,EQ-1003,Pump_C,68.84,43.59
2024-01-08 19:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_1,EQ-1001,Boiler_A,27.21,19.24
2024-01-08 20:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1002,Furnace_B,33.66,32.78
2024-01-08 21:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1002,Furnace_B,59.29,49.55
2024-01-08 22:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_1,EQ-1002,Furnace_B,26.27,21.73
2024-01-08 23:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_2,EQ-1003,Pump_C,55.47,43.93
2024-01-09 00:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_1,EQ-1002,Furnace_B,64.1,42.7
2024-01-09 01:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1002,Furnace_B,34.97,11.37
2024-01-09 02:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1002,Furnace_B,34.95,44.44
2024-01-09 03:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_2,EQ-1001,Boiler_A,62.77,29.5
2024-01-09 04:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_1,EQ-1002,Furnace_B,16.24,20.75
2024-01-09 05:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_1,EQ-1003,Pump_C,26.99,35.8
2024-01-09 06:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_2,EQ-1001,Boiler_A,24.44,20.89
2024-01-09 07:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_2,EQ-1001,Boiler_A,59.83,29.92
2024-01-09 08:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_1,EQ-1001,Boiler_A,42.36,38.81
2024-01-09 09:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_2,EQ-1001,Boiler_A,29.5,20.66
2024-01-09 10:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_1,EQ-1001,Boiler_A,42.19,32.93
2024-01-09 11:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_1,EQ-1002,Furnace_B,43.54,11.88
2024-01-09 12:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_1,EQ-1003,Pump_C,19.97,40.84
2024-01-09 13:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_3,EQ-1003,Pump_C,34.56,38.76
2024-01-09 14:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_2,EQ-1002,Furnace_B,36.82,48.16
2024-01-09 15:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_1,EQ-1002,Furnace_B,16.72,20.49
2024-01-09 16:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1002,Furnace_B,67.54,16.19
2024-01-09 17:00:00,Sensor_Temp_Humidity_1,Company_B,Workshop_2,EQ-1001,Boiler_A,33.94,24.06
2024-01-09 18:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_1,EQ-1003,Pump_C,47.91,28.39
2024-01-09 19:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_2,EQ-1001,Boiler_A,15.13,48.71
2024-01-09 20:00:00,Sensor_Temp_Humidity_2,Company_B,Workshop_3,EQ-1001,Boiler_A,20.04,46.69
2024-01-09 21:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1001,Boiler_A,39.53,17.41
2024-01-09 22:00:00,Sensor_Temp_Humidity_2,Company_C,Workshop_3,EQ-1001,Boiler_A,56.75,38.96
2024-01-09 23:00:00,Sensor_Temp_Humidity_2,Company_A,Workshop_2,EQ-1001,Boiler_A,50.57,37.73
2024-01-10 00:00:00,Sensor_Temp_Humidity_1,Company_A,Workshop_2,EQ-1003,Pump_C,17.43,33.53
2024-01-10 01:00:00,Sensor_Temp_Humidity_1,Company_C,Workshop_2,EQ-1001,Boiler_A,41.03,22.51
2024-01-10 02:00:00,Sensor_Temp_Humidity_3,Company_A,Workshop_3,EQ-1001,Boiler_A,25.59,14.61
2024-01-10 03:00:00,Sensor_Temp_Humidity_3,Company_C,Workshop_1,EQ-1002,Furnace_B,55.98,12.2
2024-01-10 04:00:00,Sensor_Temp_Humidity_3,Company_B,Workshop_3,EQ-1002,Furnace_B,50.45,36.01
